 ,Date,Observers,Note,Phase,Flowers on Ground (0-4),Nuts on Tree (0-4)?,Nuts on Ground?,% Canopy w/ Leaves,% of Leaves Green,,
40,19/8/2020,JRQ,,,0,3,None,75,95,,
37,19/8/2020,JRQ,,,0,3,None,75,95,,
32,19/8/2020,JRQ,,,0,3,None,75,95,,
33,19/8/2020,JRQ,,,0,3,None,95,95,,
36,19/8/2020,JRQ,,,0,1,None,95,95,,
35,19/8/2020,JRQ,,,0,2,None,90,95,,
41,01/09/2020,JRQ,Lost of the leaves,,0,1,None,1,0,,
20,01/09/2020,JRQ,,,0,4,None,80,90,,
21,01/09/2020,JRQ,"Difficult to see, too many leaves",,0,1,None,80,95,,
22,01/09/2020,JRQ,,,0,3,None,80,90,,
23,01/09/2020,JRQ,Lost many leaves in comparison to two weeks before,,0,2,None,40,75,,
26,01/09/2020,JRQ,,,0,3,None,85,90,,
27,01/09/2020,JRQ,,,0,3,None,85,95,,
28,01/09/2020,JRQ,Lost many leaves in comparison to two weeks before,,0,3,None,15,65,,
29,01/09/2020,JRQ,Lost many leaves in comparison to two weeks before,,0,4,None,45,75,,
43,01/09/2020,JRQ,Lost many leaves in comparison to two weeks before,,0,3,None,45,85,,
24,01/09/2020,JRQ,,,0,3,None,70,90,,
25,01/09/2020,JRQ,2 cocos on the ground,,0,4,Some,85,95,,
42,01/09/2020,JRQ,,,0,3,None,80,95,,
Z,01/09/2020,JRQ,Lost many leaves in comparison to two weeks before,,0,3,None,45,85,,
39,01/09/2020,JRQ,,,0,3,None,65,90,,
38,01/09/2020,JRQ,1 coco on the ground (w/fungus infection),,0,4,Some,90,95,,
30,01/09/2020,JRQ,,,0,4,None,90,95,,
31,01/09/2020,JRQ,,,0,4,None,85,95,,
40,01/09/2020,JRQ,,,0,3,None,65,95,,
37,01/09/2020,JRQ,,,0,3,None,65,95,,
32,01/09/2020,JRQ,,,0,2,None,70,90,,
33,01/09/2020,JRQ,Difficult to see cocos on tree,,0,2,None,90,80,,
36,01/09/2020,JRQ,Difficult to see cocos on tree,,0,1,None,85,90,,
35,01/09/2020,JRQ,,,0,2,None,85,85,,
41,16/09/2020,JRQ,,,0,1,None,65,20,,
20,16/09/2020,JRQ,,,0,3,None,95,100,,
21,16/09/2020,JRQ,,,0,3,None,90,95,,
22,16/09/2020,JRQ,,,0,3,Some,90,90,,
23,16/09/2020,JRQ,,,0,2,None,25,75,,
26,16/09/2020,JRQ,,,0,3,None,30,10,,
27,16/09/2020,JRQ,One coco on the ground,,0,3,Some,85,95,,
28,16/09/2020,JRQ,,,0,4,None,20,10,,
29,16/09/2020,JRQ,,,0,4,None,20,0,,
43,16/09/2020,JRQ,,,0,3,None,5,0,,
24,16/09/2020,JRQ,,,0,3,None,60,90,,
25,16/09/2020,JRQ,,,0,4,None,95,95,,
42,16/09/2020,JRQ,,,0,3,None,95,90,,
Z,16/09/2020,JRQ,,,0,3,None,30,0,,
39,16/09/2020,JRQ,,,0,3,None,50,80,,
38,16/09/2020,JRQ,,,0,4,None,85,95,,
30,16/09/2020,JRQ,,,0,4,None,95,95,,
31,16/09/2020,JRQ,,,0,4,None,85,90,,
40,16/09/2020,JRQ,,,0,3,None,45,60,,
37,16/09/2020,JRQ,,,0,4,None,90,95,,
32,16/09/2020,JRQ,,,0,3,None,10,0,,
33,16/09/2020,JRQ,,,0,3,None,80,15,,
36,16/09/2020,JRQ,hard to see,,0,1,None,90,95,,
35,16/09/2020,JRQ,,,0,2,None,85,95,,
41,02/10/2020,JRQ,,,0,2,None,80,100,,
20,02/10/2020,JRQ,,,0,4,None,95,100,,
21,02/10/2020,JRQ,,,0,3,None,90,95,,
22,02/10/2020,JRQ,,,0,3,Some,90,90,,
23,02/10/2020,JRQ,,,0,3,None,40,15,,
26,02/10/2020,JRQ,,,0,3,None,95,100,,
27,02/10/2020,JRQ,One coco on the ground,,0,3,Some,85,95,,
28,02/10/2020,JRQ,,,0,3,None,75,100,,
29,02/10/2020,JRQ,,,0,3,None,80,100,,
43,02/10/2020,JRQ,,,0,3,None,70,100,,
24,02/10/2020,JRQ,,,0,3,None,45,80,,
25,02/10/2020,JRQ,Four cocos on the ground,,0,4,Some,30,50,,
42,02/10/2020,JRQ,,,0,3,None,85,90,,
Z,02/10/2020,JRQ,,,0,3,None,90,100,,
39,02/10/2020,JRQ,,,0,3,None,20,5,,
38,02/10/2020,JRQ,,,0,3,None,80,80,,
30,02/10/2020,JRQ,,,0,3,None,55,60,,
31,02/10/2020,JRQ,,,0,3,None,15,0,,
40,02/10/2020,JRQ,,,0,3,None,50,25,,
37,02/10/2020,JRQ,,,0,3,None,10,15,,
32,02/10/2020,JRQ,,,0,3,None,80,80,,
33,02/10/2020,JRQ,,,0,3,None,90,95,,
36,02/10/2020,JRQ,,,0,1,None,90,100,,
35,02/10/2020,JRQ,,,0,2,None,80,85,,
41,15/10/2020,JRQ,,,0,0,None,80,100,,
20,15/10/2020,JRQ,,,0,3,None,40,90,,
21,15/10/2020,JRQ,,,0,3,Some,30,90,,
22,15/10/2020,JRQ,,,0,3,None,5,90,,
23,15/10/2020,JRQ,,,0,1,None,80,100,,
26,15/10/2020,JRQ,hard to see,,0,3,Some,100,100,,
27,15/10/2020,JRQ,,,0,3,Some,65,95,,
28,15/10/2020,JRQ,hard to see,,0,2,Some,95,100,,
29,15/10/2020,JRQ,,,0,3,None,95,100,,
43,15/10/2020,JRQ,,,0,3,None,95,100,,
24,15/10/2020,JRQ,,,0,3,None,30,50,,
25,15/10/2020,JRQ,,,0,4,None,80,95,,
42,15/10/2020,JRQ,,,0,3,None,35,60,,
Z,15/10/2020,JRQ,,,0,3,None,100,100,,
39,15/10/2020,JRQ,,,0,3,None,85,70,,
38,15/10/2020,JRQ,,,0,3,None,35,1,,
30,15/10/2020,JRQ,,,0,3,None,55,35,,
31,15/10/2020,JRQ,,,0,3,None,95,55,,
40,15/10/2020,JRQ,,,0,3,None,95,100,,
37,15/10/2020,JRQ,,,0,3,None,85,75,,
32,15/10/2020,JRQ,,,0,3,None,80,100,,
33,15/10/2020,JRQ,,,0,3,None,95,100,,
36,15/10/2020,JRQ,,,0,2,None,35,60,,
35,15/10/2020,JRQ,,,0,3,None,70,70,,
41,29/10/2020,JRQ,hard to see,,0,1,None,80,100,,
20,29/10/2020,JRQ,,,0,3,None,40,95,,
21,29/10/2020,JRQ,,,0,3,None,50,95,,
22,29/10/2020,JRQ,hard to see,,0,2,None,75,100,,
23,29/10/2020,JRQ,hard to see,,0,2,None,80,100,,
26,29/10/2020,JRQ,,,0,3,None,100,100,,
27,29/10/2020,JRQ,,,0,3,None,15,0,,
28,29/10/2020,JRQ,,,0,3,None,95,100,,
29,29/10/2020,JRQ,,,0,3,None,95,100,,
43,29/10/2020,JRQ,,,0,3,None,90,100,,
24,29/10/2020,JRQ,,,0,3,None,95,100,,
25,29/10/2020,JRQ,,,0,3,None,95,100,,
42,29/10/2020,JRQ,,,0,3,None,35,0,,
Z,29/10/2020,JRQ,,,0,3,None,95,100,,
39,29/10/2020,JRQ,,,0,3,None,95,100,,
38,29/10/2020,JRQ,,,0,4,None,95,100,,
30,29/10/2020,JRQ,,,0,3,None,85,100,,
31,29/10/2020,JRQ,,,0,3,None,95,100,,
40,29/10/2020,JRQ,,,0,3,None,95,100,,
37,29/10/2020,JRQ,,,0,3,None,95,100,,
32,29/10/2020,JRQ,,,0,3,None,85,100,,
33,29/10/2020,JRQ,,,0,3,None,100,100,,
36,29/10/2020,JRQ,hard to see,,0,2,None,90,5,,
35,29/10/2020,JRQ,hard to see,,0,2,None,90,100,,
41,12/11/2020,JRQ,,,0,1,None,95,100,,
20,12/11/2020,JRQ,,,0,3,None,95,100,,
21,12/11/2020,JRQ,,,0,3,None,95,100,,
22,12/11/2020,JRQ,,,0,3,None,95,100,,
23,12/11/2020,JRQ,,,0,2,None,90,100,,
26,12/11/2020,JRQ,,,0,3,None,100,100,,
27,12/11/2020,JRQ,,,0,3,None,95,100,,
28,12/11/2020,JRQ,,,0,3,None,95,100,,
29,12/11/2020,JRQ,,,0,3,None,95,100,,
43,12/11/2020,JRQ,,,0,3,None,90,100,,
24,12/11/2020,JRQ,,,0,3,None,95,100,,
25,12/11/2020,JRQ,,,0,3,None,90,100,,
42,12/11/2020,JRQ,,,0,3,None,95,100,,
Z,12/11/2020,JRQ,,,0,3,None,100,100,,
39,12/11/2020,JRQ,,,0,3,None,90,100,,
38,12/11/2020,JRQ,,,0,4,None,95,100,,
30,12/11/2020,JRQ,,,0,4,None,95,100,,
31,12/11/2020,JRQ,,,0,3,None,95,100,,
40,12/11/2020,JRQ,,,0,3,None,95,100,,
37,12/11/2020,JRQ,,,0,3,None,95,100,,
32,12/11/2020,JRQ,,,0,3,None,90,100,,
33,12/11/2020,JRQ,,,0,3,None,100,100,,
36,12/11/2020,JRQ,,,0,1,None,95,100,,
35,12/11/2020,JRQ,,,0,2,None,90,100,,
41,06/12/2020,JRQ,,,4,2,None,90,100,,
20,06/12/2020,JRQ,,,0,3,Some,100,100,,
21,06/12/2020,JRQ,,,0,3,None,100,100,,
22,06/12/2020,JRQ,,,0,3,Some,100,100,,
23,06/12/2020,JRQ,,,1,2,None,90,100,,
26,06/12/2020,JRQ,,,4,3,Some,100,100,,
27,06/12/2020,JRQ,,,1,3,None,95,100,,
28,06/12/2020,JRQ,,,3,3,Some,100,100,,
29,06/12/2020,JRQ,,,3,3,None,100,100,,
43,06/12/2020,JRQ,,,4,3,None,90,100,,
24,06/12/2020,JRQ,,,1,3,None,95,100,,
25,06/12/2020,JRQ,,,0,3,None,95,100,,
42,06/12/2020,JRQ,,,0,3,None,90,100,,
Z,06/12/2020,JRQ,,,4,3,Some,100,100,,
39,06/12/2020,JRQ,,,0,2,None,90,100,,
38,06/12/2020,JRQ,,,0,3,None,95,100,,
30,06/12/2020,JRQ,,,0,3,None,95,100,,
31,06/12/2020,JRQ,,,1,3,None,95,100,,
40,06/12/2020,JRQ,,,0,2,None,95,100,,
37,06/12/2020,JRQ,,,0,3,Some,95,100,,
32,06/12/2020,JRQ,,,3,3,None,80,100,,
33,06/12/2020,JRQ,,,3,3,None,95,100,,
36,06/12/2020,JRQ,,,0,2,None,90,100,,
35,06/12/2020,JRQ,,,1,2,None,85,100,,
41,18/12/2020,JRQ,,,4,2,None,90,100,,
20,18/12/2020,JRQ,,,0,3,None,100,100,,
21,18/12/2020,JRQ,,,0,3,Some,100,100,,
22,18/12/2020,JRQ,,,0,3,Some,100,100,,
23,18/12/2020,JRQ,,,3,2,Some,90,100,,
26,18/12/2020,JRQ,,,3,3,Some,100,100,,
27,18/12/2020,JRQ,,,2,3,None,95,100,,
28,18/12/2020,JRQ,,,3,3,Many,95,100,,
29,18/12/2020,JRQ,,,3,3,Some,100,100,,
43,18/12/2020,JRQ,,,4,3,Some,95,100,,
24,18/12/2020,JRQ,,,2,3,None,95,100,,
25,18/12/2020,JRQ,,,2,3,Some,95,100,,
42,18/12/2020,JRQ,,,0,3,Many,100,100,,
Z,18/12/2020,JRQ,,,3,3,Many,100,100,,
39,18/12/2020,JRQ,,,0,3,None,100,100,,
38,18/12/2020,JRQ,,,0,3,None,100,100,,
30,18/12/2020,JRQ,,,0,3,None,90,100,,
31,18/12/2020,JRQ,,,2,3,None,100,100,,
40,18/12/2020,JRQ,,,1,2,None,95,100,,
37,18/12/2020,JRQ,,,1,3,Some,95,100,,
32,18/12/2020,JRQ,,,3,3,None,80,100,,
33,18/12/2020,JRQ,,,3,3,None,100,100,,
36,18/12/2020,JRQ,,,0,1,None,95,100,,
35,18/12/2020,JRQ,,,2,2,None,85,100,,
41,11/01/2021,JRQ,,,2,2,None,90,95,,
20,11/01/2021,JRQ,,,4,2,Many,100,100,,
21,11/01/2021,JRQ,,,3,1,Many,95,100,,
22,11/01/2021,JRQ,,,3,3,Many,95,100,,
23,11/01/2021,JRQ,,,3,1,Many,85,100,,
26,11/01/2021,JRQ,,,2,3,Many,100,100,,
27,11/01/2021,JRQ,,,3,3,Many,95,100,,
28,11/01/2021,JRQ,,,3,3,Many,95,100,,
29,11/01/2021,JRQ,,,2,3,Many,95,100,,
43,11/01/2021,JRQ,,,4,2,Many,90,100,,
24,11/01/2021,JRQ,,,4,2,Many,95,100,,
25,11/01/2021,JRQ,,,3,3,Many,95,100,,
42,11/01/2021,JRQ,,,4,2,Many,90,100,,
Z,11/01/2021,JRQ,,,3,1,Many,95,100,,
39,11/01/2021,JRQ,,,2,2,None,90,90,,
38,11/01/2021,JRQ,,,4,2,Many,95,100,,
30,11/01/2021,JRQ,,,3,3,Many,95,100,,
31,11/01/2021,JRQ,,,3,1,Some,85,100,,
40,11/01/2021,JRQ,,,3,0,None,95,100,,
37,11/01/2021,JRQ,,,3,1,Many,90,100,,
32,11/01/2021,JRQ,,,3,3,None,85,100,,
33,11/01/2021,JRQ,,,3,3,Some,95,100,,
36,11/01/2021,JRQ,,,3,0,None,90,100,,
35,11/01/2021,JRQ,,,3,1,None,90,100,,
41,19/01/2021,JRQ,,,1,1,None,90,100,,
20,19/01/2021,JRQ,,,4,1,Many,95,100,,
21,19/01/2021,JRQ,,,4,0,Many,95,100,,
22,19/01/2021,JRQ,,,4,2,Many,90,100,,
23,19/01/2021,JRQ,,,3,0,Some,80,100,,
26,19/01/2021,JRQ,,,2,1,Many,100,100,,
27,19/01/2021,JRQ,,,3,3,Many,95,100,,
28,19/01/2021,JRQ,,,3,2,Many,90,100,,
29,19/01/2021,JRQ,,,2,2,Many,95,100,,
43,19/01/2021,JRQ,,,3,1,Many,95,100,,
24,19/01/2021,JRQ,,,4,2,Some,85,100,,
25,19/01/2021,JRQ,,,3,2,Many,90,100,,
42,19/01/2021,JRQ,,,4,1,Some,90,100,,
Z,19/01/2021,JRQ,,,3,0,Many,95,100,,
39,19/01/2021,JRQ,,,3,3,None,95,100,,
38,19/01/2021,JRQ,,,4,1,Some,95,100,,
30,19/01/2021,JRQ,,,3,3,Many,95,100,,
31,19/01/2021,JRQ,,,3,2,Many,85,100,,
40,19/01/2021,JRQ,,,2,0,None,95,100,,
37,19/01/2021,JRQ,,,3,1,Some,95,100,,
32,19/01/2021,JRQ,,,2,3,None,85,100,,
33,19/01/2021,JRQ,,,2,3,None,90,100,,
36,19/01/2021,JRQ,,,3,0,None,85,100,,
35,19/01/2021,JRQ,,,3,1,None,90,100,,
41,02/02/2021,EDP+NLD,,,0,1,None,90,100,,
20,02/02/2021,EDP+NLD,,,3,0,Some,95,100,,
21,02/02/2021,EDP+NLD,,,3,0,Some,95,100,,
22,02/02/2021,EDP+NLD,,,4,2,Many,95,100,,
23,02/02/2021,EDP+NLD,,,3,0,None,90,100,,
26,02/02/2021,EDP+NLD,,,0,2,Some,100,100,,
27,02/02/2021,EDP+NLD,,,3,3,Many,95,100,,
28,02/02/2021,EDP+NLD,,,3,1,Many,90,100,,
29,02/02/2021,EDP+NLD,,,0,1,Some,90,100,,
43,02/02/2021,EDP+NLD,,,2,0,None,95,100,,
24,02/02/2021,EDP+NLD,,,3,0,Many,85,100,,
25,02/02/2021,EDP+NLD,,,3,1,many,95,100,,
42,02/02/2021,EDP+NLD,,,3,0,None,90,100,,
Z,02/02/2021,EDP+NLD,,,2,0,Many,95,100,,
39,02/02/2021,EDP+NLD,,,2,1,None,95,100,,
38,02/02/2021,EDP+NLD,,,3,1,Some,95,100,,
30,02/02/2021,EDP+NLD,,,3,3,Many,95,100,,
31,02/02/2021,EDP+NLD,,,1,1,None,80,100,,
40,02/02/2021,EDP+NLD,,,0,0,None,90,100,,
37,02/02/2021,EDP+NLD,,,2,1,Some,95,100,,
32,02/02/2021,EDP+NLD,,,0,3,None,95,100,,
33,02/02/2021,EDP+NLD,,,2,1,Some,90,100,,
36,02/02/2021,EDP+NLD,,,3,0,None,85,100,,
35,02/02/2021,EDP+NLD,,,2,0,None,90,100,,
41,16/02/2021,EDP+NLD,,,0,1,None,95,100,,
20,16/02/2021,EDP+NLD,,,2,0,None,95,100,,
21,16/02/2021,EDP+NLD,,,4,0,None,95,100,,
22,16/02/2021,EDP+NLD,,,4,1,Many,90,100,,
23,16/02/2021,EDP+NLD,,,3,0,None,80,100,,
26,16/02/2021,EDP+NLD,,,1,0,Some,95,100,,
27,16/02/2021,EDP+NLD,,,3,1,None,95,100,,
28,16/02/2021,EDP+NLD,,,3,1,None,95,100,,
29,16/02/2021,EDP+NLD,,,0,1,None,90,100,,
43,16/02/2021,EDP+NLD,,,1,1,None,95,100,,
24,16/02/2021,EDP+NLD,,,0,0,Some,95,100,,
25,16/02/2021,EDP+NLD,,,3,0,Some,90,100,,
42,16/02/2021,EDP+NLD,,,2,0,None,95,100,,
Z,16/02/2021,EDP+NLD,,,1,1,None,95,100,,
39,16/02/2021,EDP+NLD,,,1,0,None,95,100,,
38,16/02/2021,EDP+NLD,,,0,1,None,95,100,,
30,16/02/2021,EDP+NLD,,,0,1,None,95,100,,
31,16/02/2021,EDP+NLD,,,0,0,None,80,100,,
40,16/02/2021,EDP+NLD,,,0,0,None,90,100,,
37,16/02/2021,EDP+NLD,,,0,0,None,95,100,,
32,16/02/2021,EDP+NLD,,,0,1,None,80,100,,
33,16/02/2021,EDP+NLD,,,1,0,None,95,100,,
36,16/02/2021,EDP+NLD,,,2,0,None,80,100,,
35,16/02/2021,EDP+NLD,,,1,0,None,90,100,,
41,04/03/2021,EDP+NLD,,,0,0,None,90,100,,
20,04/03/2021,EDP+NLD,,,0,0,None,95,100,,
21,04/03/2021,EDP+NLD,,,2,0,Some,95,100,,
22,04/03/2021,EDP+NLD,,,0,1,Many,95,100,,
23,04/03/2021,EDP+NLD,,,2,0,None,80,100,,
26,04/03/2021,EDP+NLD,,,0,0,None,95,100,,
27,04/03/2021,EDP+NLD,,,1,1,Some,95,100,,
28,04/03/2021,EDP+NLD,,,1,0,None,95,100,,
29,04/03/2021,EDP+NLD,,,0,1,None,90,100,,
43,04/03/2021,EDP+NLD,,,0,0,None,90,100,,
24,04/03/2021,EDP+NLD,,,0,0,None,95,100,,
25,04/03/2021,EDP+NLD,,,0,0,None,90,100,,
42,04/03/2021,EDP+NLD,,,0,0,None,90,100,,
Z,04/03/2021,EDP+NLD,,,0,0,None,95,100,,
39,04/03/2021,EDP+NLD,,,0,0,Some,90,100,,
38,04/03/2021,EDP+NLD,,,0,0,None,95,100,,
30,04/03/2021,EDP+NLD,,,0,0,None,95,100,,
31,04/03/2021,EDP+NLD,,,0,0,None,80,100,,
40,04/03/2021,EDP+NLD,,,0,0,None,90,100,,
37,04/03/2021,EDP+NLD,,,0,0,None,95,100,,
32,04/03/2021,EDP+NLD,,,0,0,None,80,100,,
33,04/03/2021,EDP+NLD,,,0,0,None,95,100,,
36,04/03/2021,EDP+NLD,,,1,0,None,95,100,,
35,04/03/2021,EDP+NLD,,,0,0,None,90,100,,
41,17/03/2021,EDP+NLD,Young cocos in Canopy,,0,0,None,90,100,,
20,17/03/2021,EDP+NLD,,,0,0,None,95,100,,
21,17/03/2021,EDP+NLD,,,0,0,None,95,100,,
22,17/03/2021,EDP+NLD,,,0,1,Some,95,100,,
23,17/03/2021,EDP+NLD,,,1,0,None,80,100,,
26,17/03/2021,EDP+NLD,,,0,0,None,95,100,,
27,17/03/2021,EDP+NLD,Young cocos in Canopy,,1,0,None,90,100,,
28,17/03/2021,EDP+NLD,,,0,0,None,90,100,,
29,17/03/2021,EDP+NLD,Young cocos,,0,1,None,90,100,,
43,17/03/2021,EDP+NLD,,,0,0,None,90,100,,
24,17/03/2021,EDP+NLD,,,0,0,None,90,100,,
25,17/03/2021,EDP+NLD,,,0,1,None,95,100,,
42,17/03/2021,EDP+NLD,Lots of young cocos,,0,0,None,90,100,,
Z,17/03/2021,EDP+NLD,,,0,0,None,95,100,,
39,17/03/2021,EDP+NLD,"many young cocos in canopy, some getting quire large",,0,0,None,90,100,,
38,17/03/2021,EDP+NLD,many young cocos in canopy,,0,0,None,95,100,,
30,17/03/2021,EDP+NLD,young cocos in canopy,,0,0,None,90,100,,
31,17/03/2021,EDP+NLD,"quite a few young cocos in canopy, getting quite large",,0,0,None,95,100,,
40,17/03/2021,EDP+NLD,many young cocos in canopy,,0,0,None,90,100,,
37,17/03/2021,EDP+NLD,,,0,0,None,95,100,,
32,17/03/2021,EDP+NLD,,,0,0,None,80,100,,
33,17/03/2021,EDP+NLD,,,0,0,None,100,100,,
36,17/03/2021,EDP+NLD,,,0,0,None,85,100,,
35,17/03/2021,EDP+NLD,,,0,0,None,90,100,,
41,31/3/2021,EDP+NLD,,,0,3,None,95,100,,
20,31/3/2021,EDP+NLD,,,0,0,None,95,100,,
21,31/3/2021,EDP+NLD,,,0,0,None,95,100,,
22,31/3/2021,EDP+NLD,,,0,0,Some,100,100,,
23,31/3/2021,EDP+NLD,,,0,0,None,85,100,,
26,31/3/2021,EDP+NLD,,,0,4,None,100,100,,
27,31/3/2021,EDP+NLD,,,0,0,None,95,100,,
28,31/3/2021,EDP+NLD,,,0,2,None,95,100,,
29,31/3/2021,EDP+NLD,,,0,2,None,85,100,,
43,31/3/2021,EDP+NLD,,,0,3,None,95,100,,
24,31/3/2021,EDP+NLD,,,0,1,None,90,100,,
25,31/3/2021,EDP+NLD,,,0,2,None,95,100,,
42,31/3/2021,EDP+NLD,,,0,0,None,95,100,,
Z,31/3/2021,EDP+NLD,,,0,1,None,100,100,,
39,31/3/2021,EDP+NLD,,,0,2,None,95,100,,
38,31/3/2021,EDP+NLD,,,0,1,None,100,100,,
30,31/3/2021,EDP+NLD,,,0,1,None,90,100,,
31,31/3/2021,EDP+NLD,,,0,0,None,95,100,,
40,31/3/2021,EDP+NLD,,,0,2,None,90,100,,
37,31/3/2021,EDP+NLD,,,0,1,None,95,100,,
32,31/3/2021,EDP+NLD,,,0,0,None,80,100,,
33,31/3/2021,EDP+NLD,,,0,1,None,95,100,,
36,31/3/2021,EDP+NLD,,,0,0,None,90,100,,
35,31/3/2021,EDP+NLD,,,0,1,None,85,100,,
41,12/04/2021,EDP+NLD,,,0,3,None,90,100,,
20,12/04/2021,EDP+NLD,,,0,0,None,95,100,,
21,12/04/2021,EDP+NLD,,,0,0,None,95,100,,
22,12/04/2021,EDP+NLD,,,0,0,None,100,100,,
23,12/04/2021,EDP+NLD,,,0,0,None,85,100,,
26,12/04/2021,EDP+NLD,,,0,4,None,100,100,,
27,12/04/2021,EDP+NLD,,,0,2,None,95,100,,
28,12/04/2021,EDP+NLD,,,0,3,None,95,100,,
29,12/04/2021,EDP+NLD,,,0,2,None,95,100,,
43,12/04/2021,EDP+NLD,,,0,3,None,90,100,,
24,12/04/2021,EDP+NLD,,,0,0,None,90,100,,
25,12/04/2021,EDP+NLD,,,0,2,None,95,100,,
42,12/04/2021,EDP+NLD,,,0,1,None,95,100,,
Z,12/04/2021,EDP+NLD,,,0,3,None,100,100,,
39,12/04/2021,EDP+NLD,,,0,2,None,95,100,,
38,12/04/2021,EDP+NLD,,,0,1,None,100,100,,
30,12/04/2021,EDP+NLD,,,0,1,None,95,100,,
31,12/04/2021,EDP+NLD,,,0,1,None,100,100,,
40,12/04/2021,EDP+NLD,,,0,3,None,90,100,,
37,12/04/2021,EDP+NLD,,,0,1,None,100,100,,
32,12/04/2021,EDP+NLD,,,0,0,None,80,100,,
33,12/04/2021,EDP+NLD,,,0,1,None,100,100,,
36,12/04/2021,EDP+NLD,,,0,0,None,90,100,,
35,12/04/2021,EDP+NLD,,,0,3,None,90,100,,
41,29/04/2021,NLD+EDP+JCS,,,0,3,None,95,100,,
20,29/04/2021,NLD+EDP+JCS,,,0,1,None,95,100,,
21,29/04/2021,NLD+EDP+JCS,,,0,0,None,100,100,,
22,29/04/2021,NLD+EDP+JCS,,,0,0,None,100,100,,
23,29/04/2021,NLD+EDP+JCS,,,0,0,None,85,100,,
26,29/04/2021,NLD+EDP+JCS,,,0,4,None,100,100,,
27,29/04/2021,NLD+EDP+JCS,,,0,2,None,100,100,,
28,29/04/2021,NLD+EDP+JCS,,,0,4,None,95,100,,
29,29/04/2021,NLD+EDP+JCS,,,0,2,None,90,100,,
43,29/04/2021,NLD+EDP+JCS,,,0,3,None,95,100,,
24,29/04/2021,NLD+EDP+JCS,,,0,1,None,95,100,,
25,29/04/2021,NLD+EDP+JCS,,,0,3,None,95,100,,
42,29/04/2021,NLD+EDP+JCS,,,0,1,None,94,100,,
Z,29/04/2021,NLD+EDP+JCS,,,0,3,None,100,100,,
39,29/04/2021,NLD+EDP+JCS,,,0,2,None,85,100,,
38,29/04/2021,NLD+EDP+JCS,,,0,1,None,100,100,,
30,29/04/2021,NLD+EDP+JCS,,,0,1,None,95,100,,
31,29/04/2021,NLD+EDP+JCS,,,0,1,None,95,100,,
40,29/04/2021,NLD+EDP+JCS,,,0,3,None,95,100,,
37,29/04/2021,NLD+EDP+JCS,,,0,3,None,100,100,,
32,29/04/2021,NLD+EDP+JCS,,,0,0,None,90,100,,
33,29/04/2021,NLD+EDP+JCS,,,0,1,None,100,100,,
36,29/04/2021,NLD+EDP+JCS,,,0,0,None,90,100,,
35,29/04/2021,NLD+EDP+JCS,,,0,3,None,95,100,,
41,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,95,100,,
20,12/05/2021,EDP+NLD+JRQ+JCs,,,0,2,None,100,100,,
21,12/05/2021,EDP+NLD+JRQ+JCs,,,0,2,None,100,100,,
22,12/05/2021,EDP+NLD+JRQ+JCs,,,0,2,None,100,100,,
23,12/05/2021,EDP+NLD+JRQ+JCs,,,0,0,None,80,100,,
26,12/05/2021,EDP+NLD+JRQ+JCs,,,0,4,None,100,100,,
27,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,95,100,,
28,12/05/2021,EDP+NLD+JRQ+JCs,,,0,4,None,95,100,,
29,12/05/2021,EDP+NLD+JRQ+JCs,,,0,4,None,100,100,,
43,12/05/2021,EDP+NLD+JRQ+JCs,,,0,2,None,90,95,,
24,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,95,100,,
25,12/05/2021,EDP+NLD+JRQ+JCs,,,0,4,None,95,100,,
42,12/05/2021,EDP+NLD+JRQ+JCs,,,0,2,None,95,100,,
Z,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,100,100,,
39,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,90,100,,
38,12/05/2021,EDP+NLD+JRQ+JCs,,,0,2,None,100,100,,
30,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,95,100,,
31,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,100,100,,
40,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,95,100,,
37,12/05/2021,EDP+NLD+JRQ+JCs,,,0,3,None,100,100,,
32,12/05/2021,EDP+NLD+JRQ+JCs,,,0,1,None,85,100,,
33,12/05/2021,EDP+NLD+JRQ+JCs,,,0,1,None,100,100,,
36,12/05/2021,EDP+NLD+JRQ+JCs,,,0,0,None,85,100,,
35,12/05/2021,EDP+NLD+JRQ+JCs,,,0,4,None,85,100,,
41,26/5/2021,EDP+NLD+JCS,,,0,3,None,90,100,,
20,26/5/2021,EDP+NLD+JCS,,,0,3,None,100,100,,
21,26/5/2021,EDP+NLD+JCS,,,0,2,None,100,100,,
22,26/5/2021,EDP+NLD+JCS,,,0,3,None,100,100,,
23,26/5/2021,EDP+NLD+JCS,,,0,0,None,80,95,,
26,26/5/2021,EDP+NLD+JCS,,,0,4,None,100,100,,
27,26/5/2021,EDP+NLD+JCS,,,0,3,None,95,100,,
28,26/5/2021,EDP+NLD+JCS,,,0,4,None,95,100,,
29,26/5/2021,EDP+NLD+JCS,,,0,3,None,85,100,,
43,26/5/2021,EDP+NLD+JCS,,,0,4,None,95,100,,
